,web-scraper-order,web-scraper-start-url,nama,caption,ulasan,ulasan_preprocessed,label,sentiment,score,ulasan_tokens,ulasan_tokens_fdist,ulasan_tokens_WSW,ulasan_tokens_stemmed
210,1680415691-211,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Bonny S,seribu kawah,saya sudah beberapa kali mengunjungi tempat ini baik bersama keluarga maupun temanteman dieng adalah dataran tinggi vulkanik dengan banyak kawah aktif disaat musim kemarau suhu udara justru bisa menjadi sangat dingin membekukan air dan kadang turun hujan es banyak obyek wisata yang bisa dikunjungi antara lain kawasan candikawahkawah dan danaudanau vulkanik yang berwarna warni karena mengandung belerang yang paling menarik menurut saya adalah mengunjungi kawah sikidang kawah besar ini memiliki banyak lubang kepundan yang selalu berpindah atau melompatlompat seperti kijangsikidang curah hujan di dataran tinggi dieng cukup sering boleh dibilang hampir setiap hari turun hujan waktu kunjungan paling ideal adalah antara pukul hingga sore selamat berlibur,"kali mengunjungi keluarga teman-teman . dieng dataran vulkanik kawah aktif , disaat musim kemarau suhu udara dingin membekukan air kadang turun hujan es . obyek wisata dikunjungi kawasan candi , kawah-kawah danau-danau vulkanik berwarna warni mengandung belerang . menarik mengunjungi kawah sikidang , kawah memiliki lubang kepundan berpindah melompat-lompat kijang ( sikidang ) . curah hujan dataran dieng , dibilang turun hujan , kunjungan ideal 11 4 sore . selamat berlibur .",negative,"[{'label': 'negative', 'score': 0.7106227874755859}]",0.7106227874755859,"['saya', 'sudah', 'beberapa', 'kali', 'mengunjungi', 'tempat', 'ini', 'baik', 'bersama', 'keluarga', 'maupun', 'temanteman', 'dieng', 'adalah', 'dataran tinggi', 'vulkanik', 'dengan', 'banyak', 'kawah', 'aktif', 'disaat', 'musim', 'kemarau', 'suhu', 'udara', 'justru', 'bisa', 'menjadi', 'sangat', 'dingin', 'membekukan', 'air', 'dan', 'kadang', 'turun', 'hujan', 'es', 'banyak', 'obyek', 'wisata', 'yang', 'bisa', 'dikunjungi', 'antara', 'lain', 'kawasan', 'candikawahkawah', 'dan', 'danaudanau', 'vulkanik', 'yang', 'berwarna', 'warni', 'karena', 'mengandung', 'belerang', 'yang', 'paling', 'menarik', 'menurut', 'saya', 'adalah', 'mengunjungi', 'kawah', 'sikidang', 'kawah', 'besar', 'ini', 'memiliki', 'banyak', 'lubang', 'kepundan', 'yang', 'selalu', 'berpindah', 'atau', 'melompatlompat', 'seperti', 'kijangsikidang', 'curah', 'hujan', 'di', 'dataran tinggi', 'dieng', 'cukup', 'sering', 'boleh', 'dibilang', 'hampir', 'setiap', 'hari', 'turun', 'hujan', 'waktu', 'kunjungan', 'paling', 'ideal', 'adalah', 'antara', 'pukul', 'hingga', 'sore', 'selamat', 'berlibur']",<FreqDist with 82 samples and 104 outcomes>,"['kali', 'mengunjungi', 'keluarga', 'temanteman', 'dieng', 'dataran tinggi', 'vulkanik', 'kawah', 'aktif', 'disaat', 'musim', 'kemarau', 'suhu', 'udara', 'dingin', 'membekukan', 'air', 'kadang', 'turun', 'hujan', 'es', 'obyek', 'wisata', 'dikunjungi', 'kawasan', 'candikawahkawah', 'danaudanau', 'vulkanik', 'berwarna', 'warni', 'mengandung', 'belerang', 'menarik', 'mengunjungi', 'kawah', 'sikidang', 'kawah', 'memiliki', 'lubang', 'kepundan', 'berpindah', 'melompatlompat', 'kijangsikidang', 'curah', 'hujan', 'dataran tinggi', 'dieng', 'dibilang', 'turun', 'hujan', 'kunjungan', 'ideal', 'sore', 'selamat', 'berlibur']","['kali', 'unjung', 'keluarga', 'temanteman', 'dieng', 'datar tinggi', 'vulkanik', 'kawah', 'aktif', 'saat', 'musim', 'kemarau', 'suhu', 'udara', 'dingin', 'beku', 'air', 'kadang', 'turun', 'hujan', 'es', 'obyek', 'wisata', 'kunjung', 'kawasan', 'candikawahkawah', 'danaudanau', 'vulkanik', 'warna', 'warni', 'kandung', 'belerang', 'tarik', 'unjung', 'kawah', 'sikidang', 'kawah', 'milik', 'lubang', 'kepundan', 'pindah', 'melompatlompat', 'kijangsikidang', 'curah', 'hujan', 'datar tinggi', 'dieng', 'bilang', 'turun', 'hujan', 'kunjung', 'ideal', 'sore', 'selamat', 'libur']"
211,1680415691-212,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Kristiawan Basu... R,Tempat yang masih nyaman,menempuh perjalanan dari arah purwokertopurbalinggabanjarnegarawonosobodieng disuguhkan pemandangan yang menarik dengan jalan yang relatif bagus dan mulus tiba di dataran tinggi jam siang dengan membeli tiket terusan sebesar rupiah dengan obyek wisata candi arjuna kawah sikidang film dokumenter dieng dan candi tigawarna disambut udara yang cukup dingin secara umum lokasi wisata sudah tertata baik bagi yang mempunyai gangguan pernafasan disarankan membawa masker  bila berkunjung ke kawah sikidang berhubung bau sulfur so dan hs yang kadang sangat menusuk hidung bila ingin mengetahui secara ringkas tentang seluk beluk dieng jangan melewatkan pemutaran film dokumentar yang berisi informasi yang menarik layak untuk dikunjungi dengan keluarga banyak spot foto yang menarik,"menempuh perjalanan arah purwokerto-purbalingga-banjarnegara-wonosobo-dieng , disuguhkan pemandangan menarik jalan relatif bagu mulu . dataran jam 12 siang memb tiket terusan 18.000 rupiah 4 obyek wisata ( candi arjuna , kawah sikidang , film dokument dieng candi tigawarna ) , disambut udara dingin . lokasi wisata tertata . gangguan pernafasan disarankan membawa masker n95 berkunjung kawah sikidang , berhubung bau sulfur ( so2 h2 ) kadang menusuk hidung . ringka seluk beluk dieng , melewatkan pemutaran film dokumentar berisi informasi menarik . layak dikunjungi keluarga . spot foto menarik .",positive,"[{'label': 'positive', 'score': 0.9921432733535767}]",0.9921432733535768,"['menempuh', 'perjalanan', 'dari', 'arah', 'purwokertopurbalinggabanjarnegarawonosobodieng', 'disuguhkan', 'pemandangan', 'yang', 'menarik', 'dengan', 'jalan', 'yang', 'relatif', 'bagus', 'dan', 'mulus', 'tiba', 'di', 'dataran tinggi', 'jam', 'siang', 'dengan', 'membeli', 'tiket', 'terusan', 'sebesar', 'rupiah', 'dengan', 'obyek', 'wisata', 'candi', 'arjuna', 'kawah', 'sikidang', 'film', 'dokumenter', 'dieng', 'dan', 'candi', 'tigawarna', 'disambut', 'udara', 'yang', 'cukup', 'dingin', 'secara', 'umum', 'lokasi', 'wisata', 'sudah', 'tertata', 'baik', 'bagi', 'yang', 'mempunyai', 'gangguan', 'pernafasan', 'disarankan', 'membawa', 'masker', 'bila', 'berkunjung', 'ke', 'kawah', 'sikidang', 'berhubung', 'bau', 'sulfur', 'so', 'dan', 'hs', 'yang', 'kadang', 'sangat', 'menusuk', 'hidung', 'bila', 'ingin', 'mengetahui', 'secara', 'ringkas', 'tentang', 'seluk', 'beluk', 'dieng', 'jangan', 'melewatkan', 'pemutaran', 'film', 'dokumentar', 'yang', 'berisi', 'informasi', 'yang', 'menarik', 'layak', 'untuk', 'dikunjungi', 'dengan', 'keluarga', 'banyak', 'spot', 'foto', 'yang', 'menarik']",<FreqDist with 83 samples and 105 outcomes>,"['menempuh', 'perjalanan', 'arah', 'purwokertopurbalinggabanjarnegarawonosobodieng', 'disuguhkan', 'pemandangan', 'menarik', 'jalan', 'relatif', 'bagus', 'mulus', 'dataran tinggi', 'jam', 'siang', 'membeli', 'tiket', 'terusan', 'rupiah', 'obyek', 'wisata', 'candi', 'arjuna', 'kawah', 'sikidang', 'film', 'dokumenter', 'dieng', 'candi', 'tigawarna', 'disambut', 'udara', 'dingin', 'lokasi', 'wisata', 'tertata', 'gangguan', 'pernafasan', 'disarankan', 'membawa', 'masker', 'berkunjung', 'kawah', 'sikidang', 'berhubung', 'bau', 'sulfur', 'so', 'hs', 'kadang', 'menusuk', 'hidung', 'ringkas', 'seluk', 'beluk', 'dieng', 'melewatkan', 'pemutaran', 'film', 'dokumentar', 'berisi', 'informasi', 'menarik', 'layak', 'dikunjungi', 'keluarga', 'spot', 'foto', 'menarik']","['tempuh', 'jalan', 'arah', 'purwokertopurbalinggabanjarnegarawonosobodieng', 'suguh', 'pandang', 'tarik', 'jalan', 'relatif', 'bagus', 'mulus', 'datar tinggi', 'jam', 'siang', 'beli', 'tiket', 'terus', 'rupiah', 'obyek', 'wisata', 'candi', 'arjuna', 'kawah', 'sikidang', 'film', 'dokumenter', 'dieng', 'candi', 'tigawarna', 'sambut', 'udara', 'dingin', 'lokasi', 'wisata', 'tata', 'ganggu', 'nafas', 'saran', 'bawa', 'masker', 'kunjung', 'kawah', 'sikidang', 'hubung', 'bau', 'sulfur', 'so', 'hs', 'kadang', 'tusuk', 'hidung', 'ringkas', 'seluk', 'beluk', 'dieng', 'lewat', 'putar', 'film', 'dokumentar', 'isi', 'informasi', 'tarik', 'layak', 'kunjung', 'keluarga', 'spot', 'foto', 'tarik']"
212,1680415691-213,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,DHASANTI,Menghidupi Masyarakat dengan Belerang,gunung dieng terletak di kota wonosobo jawa tengah disini udara sangat dingin dan saya terpaksa harus memakai topi gunung untuk menahan dingin banyak objek wisata yg saya kunjungi disini kawah ijen candi danau pancawarna dll tapi yang sangat terkesan bagi saya adalah waktu saya melihat banyak orang memikul belerang dari puncak gunung ke tempat penampungan kemudian ditimbang saya baru sadar bahwa mereka adalah penambang belerang yaa mereka hidup dari hasil menambang belerang dari puncak gunung saya turun ke perkebunan atau lebih tepatnya disebut pabrik pengalengan jamur kancing pemandangan sepanjang jalan sangat bagus tapi jalanan menuju ke sini sempit dan kurang bagus apalagi tidak ada bengkel disekitarnya jadi jika anda ingin berkunjung kesini pastikan kendaraan anda sehat,"gunung dieng terletak kota wonosobo , jawa . udara dingin terpaksa memakai topi gunung menahan dingin . objek wisata yg kunjungi , kawah ijen , candi , danau pancawarna dll . terkesan orang memikul belerang puncak gunung penampungan , ditimbang . sadar penambang belerang , yaa ... hidup hasil menambang belerang . puncak gunung turun perkebunan tepatnya pabrik pengalengan jamur kanc . pemandangan jalan bagu jalanan sempit bagu , bengkel disekitarnya , berkunjung kesini pastikan kendaraan sehat .",positive,"[{'label': 'positive', 'score': 0.668643593788147}]",0.668643593788147,"['gunung', 'dieng', 'terletak', 'di', 'kota', 'wonosobo', 'jawa tengah', 'disini', 'udara', 'sangat', 'dingin', 'dan', 'saya', 'terpaksa', 'harus', 'memakai', 'topi', 'gunung', 'untuk', 'menahan', 'dingin', 'banyak', 'objek', 'wisata', 'yg', 'saya', 'kunjungi', 'disini', 'kawah', 'ijen', 'candi', 'danau', 'pancawarna', 'dll', 'tapi', 'yang', 'sangat', 'terkesan', 'bagi', 'saya', 'adalah', 'waktu', 'saya', 'melihat', 'banyak', 'orang', 'memikul', 'belerang', 'dari', 'puncak', 'gunung', 'ke', 'tempat', 'penampungan', 'kemudian', 'ditimbang', 'saya', 'baru', 'sadar', 'bahwa', 'mereka', 'adalah', 'penambang', 'belerang', 'yaa', 'mereka', 'hidup', 'dari', 'hasil', 'menambang', 'belerang', 'dari', 'puncak', 'gunung', 'saya', 'turun', 'ke', 'perkebunan', 'atau', 'lebih', 'tepatnya', 'disebut', 'pabrik', 'pengalengan', 'jamur', 'kancing', 'pemandangan', 'sepanjang', 'jalan', 'sangat', 'bagus', 'tapi', 'jalanan', 'menuju', 'ke', 'sini', 'sempit', 'dan', 'kurang', 'bagus', 'apalagi', 'tidak', 'ada', 'bengkel', 'disekitarnya', 'jadi', 'jika', 'anda', 'ingin', 'berkunjung', 'kesini', 'pastikan', 'kendaraan', 'anda', 'sehat']",<FreqDist with 89 samples and 115 outcomes>,"['gunung', 'dieng', 'terletak', 'kota', 'wonosobo', 'jawa tengah', 'udara', 'dingin', 'terpaksa', 'memakai', 'topi', 'gunung', 'menahan', 'dingin', 'objek', 'wisata', 'kunjungi', 'kawah', 'ijen', 'candi', 'danau', 'pancawarna', 'dll', 'terkesan', 'orang', 'memikul', 'belerang', 'puncak', 'gunung', 'penampungan', 'ditimbang', 'sadar', 'penambang', 'belerang', 'yaa', 'hidup', 'hasil', 'menambang', 'belerang', 'puncak', 'gunung', 'turun', 'perkebunan', 'tepatnya', 'pabrik', 'pengalengan', 'jamur', 'kancing', 'pemandangan', 'jalan', 'bagus', 'jalanan', 'sempit', 'bagus', 'bengkel', 'disekitarnya', 'berkunjung', 'kesini', 'pastikan', 'kendaraan', 'sehat']","['gunung', 'dieng', 'letak', 'kota', 'wonosobo', 'jawa tengah', 'udara', 'dingin', 'paksa', 'pakai', 'topi', 'gunung', 'tahan', 'dingin', 'objek', 'wisata', 'kunjung', 'kawah', 'ijen', 'candi', 'danau', 'pancawarna', 'dll', 'kes', 'orang', 'pikul', 'belerang', 'puncak', 'gunung', 'tampung', 'timbang', 'sadar', 'tambang', 'belerang', 'yaa', 'hidup', 'hasil', 'tambang', 'belerang', 'puncak', 'gunung', 'turun', 'kebun', 'tepat', 'pabrik', 'kaleng', 'jamur', 'kancing', 'pandang', 'jalan', 'bagus', 'jalan', 'sempit', 'bagus', 'bengkel', 'sekitar', 'kunjung', 'kesini', 'pasti', 'kendara', 'sehat']"
213,1680415691-214,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Radiata,dingin belerang,suasana yg tenang dan sejuk kalo saya bilang sangat dingin bagi kami jika ingin melihat sunrise kumpul di kaki gunung jam pagi perjalanan memakan waktu menit jalan kaki,"suasana yg tenang sejuk , kalo bilang dingin . sunris , kumpul kaki gunung jam 4 pagi . perjalanan memakan 30-60 menit jalan kaki .",negative,"[{'label': 'negative', 'score': 0.9409061074256897}]",0.9409061074256896,"['suasana', 'yg', 'tenang', 'dan', 'sejuk', 'kalo', 'saya', 'bilang', 'sangat', 'dingin', 'bagi', 'kami', 'jika', 'ingin', 'melihat', 'sunrise', 'kumpul', 'di', 'kaki', 'gunung', 'jam', 'pagi', 'perjalanan', 'memakan', 'waktu', 'menit', 'jalan', 'kaki']",<FreqDist with 27 samples and 28 outcomes>,"['suasana', 'tenang', 'sejuk', 'dingin', 'sunrise', 'kumpul', 'kaki', 'gunung', 'jam', 'pagi', 'perjalanan', 'memakan', 'menit', 'jalan', 'kaki']","['suasana', 'tenang', 'sejuk', 'dingin', 'sunrise', 'kumpul', 'kaki', 'gunung', 'jam', 'pagi', 'jalan', 'makan', 'menit', 'jalan', 'kaki']"
214,1680415691-215,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,rtminerva,perjalanan terbaik,termasuk tempat wisata favorit kalau dieng perjalanannya menyenangkan tempat wisatanya rapih teratur kebetulan saya dan keluarga menggunakan jasa pemandu wisata supaya bisa terarah wisatanya bapaknya baik dan tau semua cerita tentang objek wisata di dieng top pokoknya suatu saat saya ingin sekali balik lagi berwisata ke dieng,"wisata favorit dieng . perjalanannya menyenangkan . wisatanya rapih , teratur . keluarga jasa pemandu wisata terarah wisatanya . bapaknya tau cerita objek2 wisata dieng . top pokoknya ! berwisata dieng : )",negative,"[{'label': 'negative', 'score': 0.683834433555603}]",0.683834433555603,"['termasuk', 'tempat', 'wisata', 'favorit', 'kalau', 'dieng', 'perjalanannya', 'menyenangkan', 'tempat', 'wisatanya', 'rapih', 'teratur', 'kebetulan', 'saya', 'dan', 'keluarga', 'menggunakan', 'jasa', 'pemandu', 'wisata', 'supaya', 'bisa', 'terarah', 'wisatanya', 'bapaknya', 'baik', 'dan', 'tau', 'semua', 'cerita', 'tentang', 'objek', 'wisata', 'di', 'dieng', 'top', 'pokoknya', 'suatu', 'saat', 'saya', 'ingin', 'sekali', 'balik', 'lagi', 'berwisata', 'ke', 'dieng']",<FreqDist with 39 samples and 47 outcomes>,"['wisata', 'favorit', 'dieng', 'perjalanannya', 'menyenangkan', 'wisatanya', 'rapih', 'teratur', 'keluarga', 'jasa', 'pemandu', 'wisata', 'terarah', 'wisatanya', 'bapaknya', 'cerita', 'objek', 'wisata', 'dieng', 'top', 'pokoknya', 'berwisata', 'dieng']","['wisata', 'favorit', 'dieng', 'jalan', 'senang', 'wisata', 'rapih', 'atur', 'keluarga', 'jasa', 'pandu', 'wisata', 'arah', 'wisata', 'bapak', 'cerita', 'objek', 'wisata', 'dieng', 'top', 'pokok', 'wisata', 'dieng']"
215,1680415691-216,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,banghuda,"Sunset yang sangat indah dari Sikunir, dieng",jalur yang berliku menaiki bukit di tengah dingin yang menggigit di pagi yang masih gelap kami memburu sunset yang termashur dari sikunir dieng rasa lelah saat menaiki bukit sikunir terbayar sudah saat melihat betapa indahnya sunset dan agungnya gunung sindoro sungguh sunset dieng sangat indah dan tak terlupakan di hati orang yang menyaksikan dari sini juga dekat dengan jeram serayu jeram km dengan waktu jam,"jalur berliku , bukit dingin menggigit , pagi gelap , memburu sunset termashur sikunir , dieng . lelah bukit sikunir , terbayar betapa indahnya sunset , agungnya gunung sindoro , sungguh sunset dieng indah terlupakan hati orang menyaksikan . , jeram serayu , jeram 14km 3 jam .",positive,"[{'label': 'positive', 'score': 0.8497055768966675}]",0.8497055768966675,"['jalur', 'yang', 'berliku', 'menaiki', 'bukit', 'di', 'tengah', 'dingin', 'yang', 'menggigit', 'di', 'pagi', 'yang', 'masih', 'gelap', 'kami', 'memburu', 'sunset', 'yang', 'termashur', 'dari', 'sikunir', 'dieng', 'rasa', 'lelah', 'saat', 'menaiki', 'bukit', 'sikunir', 'terbayar', 'sudah', 'saat', 'melihat', 'betapa', 'indahnya', 'sunset', 'dan', 'agungnya', 'gunung', 'sindoro', 'sungguh', 'sunset', 'dieng', 'sangat', 'indah', 'dan', 'tak', 'terlupakan', 'di', 'hati', 'orang', 'yang', 'menyaksikan', 'dari', 'sini', 'juga', 'dekat', 'dengan', 'jeram', 'serayu', 'jeram', 'km', 'dengan', 'waktu', 'jam']",<FreqDist with 48 samples and 65 outcomes>,"['jalur', 'berliku', 'bukit', 'dingin', 'menggigit', 'pagi', 'gelap', 'memburu', 'sunset', 'termashur', 'sikunir', 'dieng', 'lelah', 'bukit', 'sikunir', 'terbayar', 'betapa', 'indahnya', 'sunset', 'agungnya', 'gunung', 'sindoro', 'sungguh', 'sunset', 'dieng', 'indah', 'terlupakan', 'hati', 'orang', 'menyaksikan', 'jeram', 'serayu', 'jeram', 'km', 'jam']","['jalur', 'liku', 'bukit', 'dingin', 'gigit', 'pagi', 'gelap', 'buru', 'sunset', 'termashur', 'sikunir', 'dieng', 'lelah', 'bukit', 'sikunir', 'bayar', 'betapa', 'indah', 'sunset', 'agung', 'gunung', 'sindoro', 'sungguh', 'sunset', 'dieng', 'indah', 'lupa', 'hati', 'orang', 'saksi', 'jeram', 'rayu', 'jeram', 'km', 'jam']"
216,1680415691-217,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,AdamJakarta,Dataran tinggi yang indah,dataran tinggi dieng merupakan dataran tinggi yang indah dan sejuk pemandangan dan udara sejuknya tidak akan didapat didaerah perkotaan lain rasa lelah saya terbayar setelah menempuh jam perjalanan dari jogja setelah melihat pemandangan dan menghirup udara sejuknya makan perjalanan selama jam di kendaraan terbayar sudah,dataran dieng dataran indah sejuk . pemandangan udara sejuknya didaerah perkotaan . lelah terbayar menempuh 4 jam perjalanan jogja . pemandangan menghirup udara sejuknya makan perjalanan 4 jam kendaraan terbayar .,negative,"[{'label': 'negative', 'score': 0.8992801308631897}]",0.8992801308631897,"['dataran tinggi', 'dieng', 'merupakan', 'dataran tinggi', 'yang', 'indah', 'dan', 'sejuk', 'pemandangan', 'dan', 'udara', 'sejuknya', 'tidak', 'akan', 'didapat', 'didaerah', 'perkotaan', 'lain', 'rasa', 'lelah', 'saya', 'terbayar', 'setelah', 'menempuh', 'jam', 'perjalanan', 'dari', 'jogja', 'setelah', 'melihat', 'pemandangan', 'dan', 'menghirup', 'udara', 'sejuknya', 'makan', 'perjalanan', 'selama', 'jam', 'di', 'kendaraan', 'terbayar', 'sudah']",<FreqDist with 33 samples and 43 outcomes>,"['dataran tinggi', 'dieng', 'dataran tinggi', 'indah', 'sejuk', 'pemandangan', 'udara', 'sejuknya', 'didaerah', 'perkotaan', 'lelah', 'terbayar', 'menempuh', 'jam', 'perjalanan', 'jogja', 'pemandangan', 'menghirup', 'udara', 'sejuknya', 'makan', 'perjalanan', 'jam', 'kendaraan', 'terbayar']","['datar tinggi', 'dieng', 'datar tinggi', 'indah', 'sejuk', 'pandang', 'udara', 'sejuk', 'daerah', 'kota', 'lelah', 'bayar', 'tempuh', 'jam', 'jalan', 'jogja', 'pandang', 'hirup', 'udara', 'sejuk', 'makan', 'jalan', 'jam', 'kendara', 'bayar']"
217,1680415691-218,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,harswan,Nikmati kawah dan candi dengan udara yang segar,beberapa telaga dan kawah pegunungan dieng membuat pengalaman wisata yang amazing candi dieng yang berbeda dengan borobudur pemandangan yang indah sepanjang perjalanan menuju puncak dieng dan udara yang dingin menjadikan ingin kembali berwisata ke dieng plateau,"telaga kawah pegunungan dieng pengalaman wisata amaz . candi dieng berbeda borobudur , pemandangan indah perjalanan puncak dieng udara dingin menjadikan berwisata dieng plateau .",positive,"[{'label': 'positive', 'score': 0.7816278338432312}]",0.7816278338432312,"['beberapa', 'telaga', 'dan', 'kawah', 'pegunungan', 'dieng', 'membuat', 'pengalaman', 'wisata', 'yang', 'amazing', 'candi', 'dieng', 'yang', 'berbeda', 'dengan', 'borobudur', 'pemandangan', 'yang', 'indah', 'sepanjang', 'perjalanan', 'menuju', 'puncak', 'dieng', 'dan', 'udara', 'yang', 'dingin', 'menjadikan', 'ingin', 'kembali', 'berwisata', 'ke', 'dieng', 'plateau']",<FreqDist with 29 samples and 36 outcomes>,"['telaga', 'kawah', 'pegunungan', 'dieng', 'pengalaman', 'wisata', 'amazing', 'candi', 'dieng', 'berbeda', 'borobudur', 'pemandangan', 'indah', 'perjalanan', 'puncak', 'dieng', 'udara', 'dingin', 'menjadikan', 'berwisata', 'dieng', 'plateau']","['telaga', 'kawah', 'gunung', 'dieng', 'alam', 'wisata', 'amazing', 'candi', 'dieng', 'beda', 'borobudur', 'pandang', 'indah', 'jalan', 'puncak', 'dieng', 'udara', 'dingin', 'jadi', 'wisata', 'dieng', 'plateau']"
218,1680415691-219,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,BourgeoisGigir,Kerja Keras Petani dan Tanah Subur Dieng,dg sepeda motor sewaan dr pemilik salah satu hotel di dieng kami menjelahi daerah perbukitan dieng yang sangat mengesankan dr pengalaman ini kami menemukan bagaimana para petani di dieng benar benar memanfaatkan setiap jengkal tanah subur di dieng kebun sayur sayuran tertata apik dan asri dengan teras teras yg mengikuti alur jengkal asli tanah asli fully cultivated hills and flat land proving the hardworking dieng farmer and the fertility of the soil,"dg sepeda motor sewaan dr pemilik salah hotel dieng , menjelahi daerah perbukitan dieng . mengesankan dr pengalaman , menemukan petani dieng memanfaatkan jengkal tanah subur dieng . kebun sayur sayuran tertata apik asri tera tera yg mengikuti alur jengkal asli tanah asli . fulli cultiv hill and flat land prove the hardwork dieng farmer and the fertil of the soil ...",positive,"[{'label': 'positive', 'score': 0.9904934763908386}]",0.9904934763908386,"['dg', 'sepeda', 'motor', 'sewaan', 'dr', 'pemilik', 'salah', 'satu', 'hotel', 'di', 'dieng', 'kami', 'menjelahi', 'daerah', 'perbukitan', 'dieng', 'yang', 'sangat', 'mengesankan', 'dr', 'pengalaman', 'ini', 'kami', 'menemukan', 'bagaimana', 'para', 'petani', 'di', 'dieng', 'benar', 'benar', 'memanfaatkan', 'setiap', 'jengkal', 'tanah', 'subur', 'di', 'dieng', 'kebun', 'sayur', 'sayuran', 'tertata', 'apik', 'dan', 'asri', 'dengan', 'teras', 'teras', 'yg', 'mengikuti', 'alur', 'jengkal', 'asli', 'tanah', 'asli', 'fully', 'cultivated', 'hills', 'and', 'flat', 'land', 'proving', 'the', 'hardworking', 'dieng', 'farmer', 'and', 'the', 'fertility', 'of', 'the', 'soil']",<FreqDist with 56 samples and 72 outcomes>,"['sepeda', 'motor', 'sewaan', 'dr', 'pemilik', 'salah', 'hotel', 'dieng', 'menjelahi', 'daerah', 'perbukitan', 'dieng', 'mengesankan', 'dr', 'pengalaman', 'menemukan', 'petani', 'dieng', 'memanfaatkan', 'jengkal', 'tanah', 'subur', 'dieng', 'kebun', 'sayur', 'sayuran', 'tertata', 'apik', 'asri', 'teras', 'teras', 'mengikuti', 'alur', 'jengkal', 'asli', 'tanah', 'asli', 'fully', 'cultivated', 'hills', 'and', 'flat', 'land', 'proving', 'the', 'hardworking', 'dieng', 'farmer', 'and', 'the', 'fertility', 'of', 'the', 'soil']","['sepeda', 'motor', 'sewa', 'dr', 'milik', 'salah', 'hotel', 'dieng', 'jah', 'daerah', 'bukit', 'dieng', 'kesan', 'dr', 'alam', 'temu', 'tani', 'dieng', 'manfaat', 'jengkal', 'tanah', 'subur', 'dieng', 'kebun', 'sayur', 'sayur', 'tata', 'apik', 'asri', 'teras', 'teras', 'ikut', 'alur', 'jengkal', 'asli', 'tanah', 'asli', 'fully', 'cultivated', 'hills', 'and', 'flat', 'land', 'proving', 'the', 'hardworking', 'dieng', 'farmer', 'and', 'the', 'fertility', 'of', 'the', 'soil']"
219,1680415691-220,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Kimi_Hitharo,Touring di Atas Awan,peradaban di ketinggian perkebunan sayuran dan buahbuahan dengan view yang mengagumkan sangat recommended untuk dikunjungi keramahan warganya membuat semakin berwarna,"peradaban ketinggian , perkebunan sayuran buah-buahan view mengagumkan recommend dikunjungi . keramahan warganya berwarna .",negative,"[{'label': 'negative', 'score': 0.7308993339538574}]",0.7308993339538574,"['peradaban', 'di', 'ketinggian', 'perkebunan', 'sayuran', 'dan', 'buahbuahan', 'dengan', 'view', 'yang', 'mengagumkan', 'sangat', 'recommended', 'untuk', 'dikunjungi', 'keramahan', 'warganya', 'membuat', 'semakin', 'berwarna']",<FreqDist with 20 samples and 20 outcomes>,"['peradaban', 'ketinggian', 'perkebunan', 'sayuran', 'buahbuahan', 'view', 'mengagumkan', 'recommended', 'dikunjungi', 'keramahan', 'warganya', 'berwarna']","['adab', 'tinggi', 'kebun', 'sayur', 'buahbuahan', 'view', 'kagum', 'recommended', 'kunjung', 'ramah', 'warga', 'warna']"
